0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.962575435571321886e-02 8.542675654769960047e-02
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.584376657478274497e-01 -5.205469820941298620e-01
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 -8.876879438408890044e-01 6.884709872016321341e-01
1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.885385444545192857e-01 -3.786368370641687853e-02
0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 -3.538490682860734315e-01 -6.520298936450993343e-01
0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.456630480532350891e+00 2.345407791862460734e+00
2.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 5.304687004166638076e+00 -1.652969332663631663e+00
1.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 1.219291574896363528e+00 3.138072239425061305e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -1.265132174139117360e+01 -3.061283513311523663e+01
0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 -1.182513276021747384e+00 -1.061339624649412450e+00
2.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 2.769167020661858203e+01 9.625227047151975057e+01
1.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 6.605970219220646200e+00 7.435741542813253169e+00
