0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.272839734781571863e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.184948514980683498e+01
0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 3.373169866053709498e+00
2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.402869612322425397e+01
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 7.835965530235144527e+00
1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -3.303920258040256464e+00
0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 3.543415293826527090e+00
0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 3.424398818342385020e+00
2.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 -2.206721670099186028e+01
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.531767854181216215e+01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -1.125343433996594200e+01
1.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 4.089301588856772973e+00
0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 2.102171705326949969e+00
0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 1.508464694808970386e+00
