0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.656782574992018281e-03
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -7.586426884354927069e-02
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.761672933986632161e-01
1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.357670865530029136e+00
0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 1.103386861624115617e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 1.361298329758524606e-01
3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.407246229467066762e-02
2.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 -2.146772382971964710e+00
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -7.814220202036848306e+00
1.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 -1.334151007587126569e+00
1.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 -1.295386740635011913e+00
0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 -9.387366410005916484e-02
0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 -1.674185695227168799e-02
3.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 5.869720757469545802e+00
3.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.440528632260747344e+01
2.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 3.323469366723352802e+00
2.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 2.948290177640299881e+00
1.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 1.427332228328299923e-01
0.000000000000000000e+00 4.000000000000000000e+00 0.000000000000000000e+00 -3.697531738381259342e-02
