0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.465657905644045300e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.978064240200421153e+01
0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 -3.538027351203779602e+01
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 4.045508429292899564e+02
1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 6.230121270803273603e+01
0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 3.505508862163846118e+01
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 3.664878523307227454e+01
2.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 -1.021239966725839281e+03
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -2.642974787889427830e+02
1.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 -1.220103947852243635e+02
1.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 -1.552093948019337688e+02
0.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 1.810227740529210649e+01
