0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.713183215716463703e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.314275711193100094e+01
0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 -6.354612570448399111e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -4.103554076856479327e-01
2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -6.994017011616378454e+01
1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.466863664881853602e+00
0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 6.817710383364401494e-01
0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -3.018226438919942467e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 6.752619490486067022e-01
3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.455066904916294277e+02
2.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 -8.586070112332718551e+00
1.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 -6.127411063772255417e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.171549713636002998e+01
1.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 -3.573231333035264967e+00
0.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 -8.430951813270373130e-01
