0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.545536838803841206e+01
2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.069780854626179689e+02
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 5.542668678648362146e+01
1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -4.135314095391415776e+02
0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 1.482010113088185221e+01
0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -6.507757984098559234e+01
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 1.799401526491108072e+01
3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.730966534507386086e+03
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 4.244953759366884697e+03
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.768070274974580798e+02
1.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 -7.206362726274258534e+01
0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 1.146195333311605857e+01
0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 1.011521662385593601e+02
0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 -2.499495864294241976e+00
3.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.030921189208437318e+04
2.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -2.484561071181989973e+03
1.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 -3.999877228660320725e+02
