0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.467982310388368461e+00 -9.984534099997617318e+00
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 9.456416842128531641e+01 -6.120036501997871881e+01
1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 3.156830580161782791e+02 -7.431847096802346186e+01
0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.217454752719634001e+02 -2.372794445456456458e+01
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 -1.163461404488494111e+00 1.715784741244590350e+00
3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -9.202689254340223215e+02 -4.097061354475639519e+02
2.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 -5.497702659642126264e+02 4.226741257997694134e+01
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -4.023816063237763046e+03 2.547907395972005702e+02
1.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 -4.663589393153167606e+01 -2.478563556867394624e+01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -1.623985553710818522e+03 -1.179151920004824916e+02
0.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 -9.330759283805116411e+01 -7.246790064337798754e+01
3.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.101015943980715201e+04 1.768266685747417739e+02
2.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.549588585023013366e+03 8.525043180040781863e+02
1.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 -6.393432767957214935e+01 6.904965954435406061e+00
1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 3.688265217963850091e+02 2.975636592838586694e+02
0.000000000000000000e+00 4.000000000000000000e+00 0.000000000000000000e+00 -1.127965213451904347e+01 3.605389378320428051e+00
