0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -8.078136410358626937e-03 5.111111922617105324e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 3.842466605651539413e-01 8.465389334937915844e-02
2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.514602696067367305e-01 -1.055654821815578967e-03
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 2.508677880232138002e-01 -5.689227251787541961e-01
1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -5.999202685427251325e+00 -1.539212674918249091e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 -2.691803647252180576e-02 2.348971400970507883e-02
3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.523907558117309158e+00 -5.213624218260448639e-02
2.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 -2.540818866454250813e+00 6.016417833002227766e+00
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 3.048418525876981988e+01 8.532734556281736715e+00
1.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 1.153485167699007385e-01 -9.223883048782506588e-02
0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 -2.099501452317219241e-02 5.574029512593181752e-03
3.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 6.557343481269817254e+00 -1.502788130508039544e+01
3.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -5.052858287393166847e+01 -1.489409229143835844e+01
