0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.561852220594095897e-01 -5.728185167423173185e-01
2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.868838402366770879e+01 1.439177812529410616e+01
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 -1.200065504976067743e+01 -3.084509052398966666e+00
1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 6.651606631348151666e+00 1.884844340035466814e+01
3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.228926063515407350e+02 8.979446310607885096e+01
2.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.061949709930783570e+02 1.622618031321118437e+01
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -6.879012828731970330e+01 -1.752785548429375240e+02
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.095447840958236441e-01 4.469536026594988165e+00
4.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.445389419554644519e+02 -4.755957791972356858e+02
3.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 -2.356741696076633161e+02 -4.356168198213220322e+00
3.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.695832077553780550e+02 3.983243098773746169e+02
2.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -2.777703837669885711e+00 -1.840382385728649695e+01
